focal0	Venus0	treatment	plate	focal96	venus96	focal_f	venus_f	r_f	r_v	w_ma	r_anc	w_anc	stma	stanc	s	st	rel	rel_unscaled	line	line2	gen	anc	rep	type	genic	exonic	intronic	intergenic	utr5	utr3	fold0	fold4	fold2	fold3	CDS	nonsynonymous	nonsense	SNP	indel
88	26	25	H	60937	5904	609370	59040	0.092112959	0.080498687	0.011614273	0.082762692	0.002264006	0.097270886	0.018961311	-0.009350267	-0.078309574	1.078309574	1.009350267	2931anc	2931_6	0	2931	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	31	25	F	6039	23199	60390	231990	0.071189495	0.092921483	-0.021731988	0.0768758	-0.016045683	-0.195945485	-0.144675178	0.005686304	0.051270307	0.948729693	0.994313696	2931L1	2931L1	1050.109001	2931	2	ma	82	49	33	7	7	12	19	10	1	0	30	20	3	77	12
36	38	25	H	6159	10287	61590	102870	0.077549332	0.082329533	-0.004780201	0.082762692	0.000433159	-0.040034741	0.00362776	0.005213361	0.043662501	0.956337499	0.994786639	2931L11	2931L11	1021.13559	2931	2	ma	77	45	32	8	3	11	26	2	2	1	31	24	4	74	11
10	19	25	F	1312	18106	13120	181060	0.074784458	0.095439008	-0.02065455	0.0768758	-0.018563208	-0.186230819	-0.167374331	0.002091342	0.018856487	0.981143513	0.997908658	2931L13	2931L13	1041.362593	2931	2	ma	88	63	25	9	4	19	30	6	3	1	40	28	3	83	14
204	172	25	E	2627	13666	26270	136660	0.050604822	0.069559968	-0.018955146	0.07559368	0.006033712	-0.173806936	0.055325399	0.024988858	0.229132335	0.770867665	0.975011142	2931L14	2931L14	1016.111493	2931	2	ma	67	48	19	12	11	15	13	6	2	1	22	9	3	56	23
61	98	25	H	4369	10120	43690	101200	0.068479174	0.072290485	-0.003811312	0.082762692	0.010472207	-0.031920177	0.087705956	0.014283519	0.119626133	0.880373867	0.985716481	2931L15	2931L15	1052.540951	2931	2	ma	128	81	47	13	11	22	28	9	10	1	48	23	6	72	69
5	92	25	E	528	14815	5280	148150	0.072523369	0.076918666	-0.004395297	0.07559368	-0.001324987	-0.040302149	-0.012149308	0.00307031	0.028152841	0.971847159	0.99692969	2931L2	2931L2	1056.765369	2931	2	ma	115	71	44	8	12	25	24	6	4	1	35	15	4	82	41
70	82	25	G	15581	4511	155810	45110	0.080290597	0.065730625	0.014559973	0.07867022	0.012939595	0.128284934	0.114008118	-0.001620378	-0.014276817	1.014276817	1.001620378	2931L3	2931L3	1000.399127	2931	2	ma	46	31	15	6	4	6	10	9	2	0	21	8	5	39	13
76	145	25	G	2482	5305	24820	53050	0.060298664	0.061481838	-0.001183174	0.07867022	0.017188382	-0.010424702	0.151443312	0.018371556	0.161868014	0.838131986	0.981628444	2931L4	2931L4	1011.411706	2931	2	ma	96	58	38	4	6	13	30	1	8	0	39	30	3	81	19
18	53	25	H	894	30861	8940	308610	0.064665824	0.090307726	-0.025641902	0.082762692	-0.007545034	-0.214753913	-0.063190535	0.018096868	0.151563378	0.848436622	0.981903132	2931L5	2931L5	993.8603657	2931	2	ma	310	205	106	25	15	60	75	32	22	1	130	72	12	265	70
199	95	25	H	14698	6279	146980	62790	0.068799448	0.06764244	0.001157008	0.082762692	0.015120253	0.009690077	0.126633876	0.013963245	0.116943799	0.883056201	0.986036755	2931L6	2931L6	1083.095655	2931	2	ma	78	47	31	6	0	15	23	6	3	0	32	20	2	62	22
166	69	25	H	18262	7247	182620	72470	0.072949739	0.07246689	0.000482849	0.082762692	0.010295802	0.004043918	0.086228542	0.009812953	0.082184623	0.917815377	0.990187047	2931L7	2931L7	1067.34507	2931	2	ma	66	49	17	6	5	12	18	7	7	0	32	21	1	63	9
73	29	25	F	5008	9080	50080	90800	0.068030391	0.083844987	-0.015814596	0.0768758	-0.006969187	-0.142591587	-0.062837362	0.008845408	0.079754225	0.920245775	0.991154592	2931L9	2931L9	1079.236285	2931	2	ma	98	58	41	15	4	21	23	7	3	0	33	23	2	98	15
1753	161	25	E	14357	6418	143570	64180	0.045890564	0.062375443	-0.01648488	0.048492607	-0.013882836	-0.235632778	-0.1984395	0.002602043	0.037193279	0.962806721	0.997397957	2937anc	2937_1	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180	231	25	E	15927	8211	159270	82110	0.05109465	0.061181223	-0.010086572	0.048492607	-0.012688616	-0.144176186	-0.181369463	-0.002602043	-0.037193277	1.037193277	1.002602043	2937anc	2937_2	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	60	25	F	19556	15262	195560	152620	0.059671083	0.081680853	-0.02200977	0.060821598	-0.020859255	-0.250832116	-0.237720384	0.001150515	0.013111732	0.986888268	0.998849485	2937anc	2937_3	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	31	25	F	11965	11014	119650	110140	0.061972114	0.08516167	-0.023189557	0.060821598	-0.024340072	-0.264277434	-0.277389166	-0.001150515	-0.013111732	1.013111732	1.001150515	2937anc	2937_4	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	123	25	G	2123	4320	21230	43200	0.033881744	0.061056369	-0.027174625	0.039867503	-0.021188866	-0.472465373	-0.368395359	0.005985758	0.104070014	0.895929986	0.994014242	2937anc	2937_5	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1170	76	25	G	9548	6716	95480	67160	0.045853261	0.070667706	-0.024814445	0.039867503	-0.030800203	-0.431430649	-0.535500663	-0.005985758	-0.104070014	1.104070014	1.005985758	2937anc	2937_6	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	135	25	H	6863	7447	68630	74470	0.045310084	0.065759134	-0.02044905	0.045310084	-0.02044905	-0.312826636	-0.312826636	0	0	1	1	2937anc	2937_7	0	2937	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	97	25	G	25498	5461	254980	54610	0.057412774	0.065971472	-0.008558698	0.039867503	-0.026103969	-0.148803838	-0.453850671	-0.017545271	-0.305046833	1.305046833	1.017545271	2937L1	2937L1	925.2416677	2937	2	ma	55	35	20	8	3	9	16	4	3	0	23	13	3	49	14
451	167	25	E	14806	17684	148060	176840	0.060353183	0.072552155	-0.012198972	0.048492607	-0.024059547	-0.174370557	-0.343904122	-0.011860576	-0.169533565	1.169533565	1.011860576	2937L10	2937L10	949.0897893	2937	2	ma	46	24	22	5	0	9	10	2	3	0	15	9	3	34	17
44	44	25	F	1936	21546	19360	215460	0.063403903	0.088503551	-0.025099648	0.060821598	-0.027681953	-0.286045594	-0.315474573	-0.002582305	-0.02942898	1.02942898	1.002582305	2937L11	2937L11	955.8661526	2937	2	ma	20	14	6	3	1	5	4	4	0	0	8	4	1	21	2
374	76	25	F	11913	10445	119130	104450	0.060038696	0.075268025	-0.015229329	0.060821598	-0.014446427	-0.173559508	-0.164637243	0.000782902	0.008922266	0.991077734	0.999217098	2937L12	2937L12	980.5629424	2937	2	ma	34	19	15	6	2	5	7	3	2	0	12	7	0	31	9
348	86	25	G	1688	7349	16880	73490	0.040434191	0.070318306	-0.029884115	0.039867503	-0.030450803	-0.519573304	-0.529425893	-0.000566688	-0.009852589	1.009852589	1.000566688	2937L13	2937L13	965.3100589	2937	2	ma	41	21	20	10	1	5	10	0	5	0	15	9	2	42	9
748	120	25	H	8974	6214	89740	62140	0.049867384	0.065100557	-0.015233172	0.045310084	-0.019790473	-0.233034889	-0.302751815	-0.0045573	-0.069716926	1.069716926	1.0045573	2937L15	2937L15	915.605205	2937	2	ma	32	19	13	3	6	6	4	2	1	0	7	5	0	24	11
1363	107	25	G	52884	3163	528840	31630	0.062093727	0.059260755	0.002832972	0.039867503	-0.019393252	0.049254814	-0.33717633	-0.022226224	-0.386431144	1.386431144	1.022226224	2937L2	2937L2	991.1691217	2937	2	ma	32	17	15	1	2	4	5	5	1	0	11	3	2	25	8
1045	82	25	H	9387	6495	93870	64950	0.046853062	0.069527644	-0.022674581	0.045310084	-0.024217559	-0.3468725	-0.370476755	-0.001542978	-0.023604255	1.023604255	1.001542978	2937L3	2937L3	996.2538953	2937	2	ma	53	29	24	4	3	2	13	5	6	0	24	16	1	46	11
1158	119	25	G	28829	5436	288290	54360	0.057471589	0.063794379	-0.00632279	0.039867503	-0.023926876	-0.109929737	-0.415999141	-0.017604086	-0.306069405	1.306069405	1.017604086	2937L4	2937L4	1019.276952	2937	2	ma	41	18	23	4	2	4	8	3	1	0	12	6	0	26	19
218	48	25	H	30966	5646	309660	56460	0.075611824	0.073646736	0.001965088	0.045310084	-0.028336652	0.030061633	-0.433490048	-0.03030174	-0.463551681	1.463551681	1.03030174	2937L5	2937L5	951.4903603	2937	2	ma	36	19	17	2	1	8	5	4	1	0	10	5	1	35	3
188	26	25	F	22747	11664	227470	116640	0.073940955	0.087591156	-0.013650201	0.060821598	-0.026769558	-0.155563136	-0.305076556	-0.013119357	-0.14951342	1.14951342	1.013119357	2937L6	2937L6	977.3438015	2937	2	ma	39	23	16	5	3	4	12	0	4	0	16	14	1	32	12
36	28	25	F	423	32805	4230	328050	0.049650399	0.0975908	-0.047940401	0.060821598	-0.036769202	-0.546347919	-0.419036482	0.011171199	0.127311436	0.872688564	0.988828801	2937L7	2937L7	954.3078344	2937	2	ma	17	10	7	2	1	5	2	2	1	0	5	2	0	16	3
10	23	25	F	46	32492	460	324920	0.039881681	0.099540001	-0.059658319	0.060821598	-0.038718402	-0.679889992	-0.441250349	0.020939917	0.238639642	0.761360358	0.979060083	2937L8	2937L8	403.8766266	2937	2	ma	14	11	3	1	1	5	3	1	1	0	5	3	0	10	5
1570	119	25	E	36313	8302	363130	83020	0.056705055	0.068205347	-0.011500292	0.048492607	-0.01971274	-0.164383719	-0.281771409	-0.008212448	-0.11738769	1.11738769	1.008212448	2937L9	2937L9	966.6297184	2937	2	ma	87	60	27	10	7	13	29	6	5	0	40	26	2	81	16
948	174	50	E	29	48	290	480	-0.012338267	0.010570113	-0.022908379	-0.008904895	-0.019475008	1.783162831	1.515913022	0.003433371	-0.267249809	1.267249809	0.996566629	1373anc	1373_1	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1488	148	50	E	88	2	880	20	-0.005471524	-0.02084875	0.015377226	-0.008904895	0.011943855	-1.196946229	-0.929696412	-0.003433371	0.267249817	0.732750183	1.003433371	1373anc	1373_2	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2520	174	50	F	26	1	260	10	-0.023659714	-0.029754898	0.006095184	-0.023659714	0.006095184	-0.17856765	-0.17856765	0	0	1	1	1373anc	1373_3	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	92	50	G	411	34	4110	340	0.022789378	0.013616219	0.009173159	-0.000294111	-0.01391033	-21.61889731	32.78325457	-0.023083489	54.40215188	-53.40215188	1.023083489	1373anc	1373_4	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	108	50	G	6	78	60	780	-0.023377599	0.020595445	-0.043973044	-0.000294111	-0.020889555	103.6337384	49.23158671	0.023083488	-54.40215165	55.40215165	0.976916512	1373anc	1373_5	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	76	50	H	26	9	260	90	-0.006055789	0.001761212	-0.007817001	-0.006055789	-0.007817001	0.89473593	0.89473593	0	0	1	1	1373anc	1373_6	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3595	278	50	E	164	5	1640	50	-0.008175497	-0.017870814	0.009695316	-0.008904895	0.008965918	-0.754672667	-0.697897143	-0.000729398	0.056775524	0.943224476	1.000729398	1373L1	1373L1	770.7047291	1373	2	ma	114	66	48	11	7	22	25	6	6	0	37	26	2	102	23
156	118	50	H	NA	NA	NA	NA	NA	NA	NA	-0.006055789	NA	NA	NA	NA	NA	NA	NA	1373L10	1373L10	629.8660652	1373	2	ma	161	95	67	14	7	27	33	20	8	0	61	36	3	155	20
1419	105	50	F	40	7	400	70	-0.013190033	-0.004223595	-0.008966438	-0.023659714	-0.019436119	0.262685381	0.569410567	-0.010469682	0.306725186	0.693274814	1.010469682	1373L11	1373L11	750.5657704	1373	2	ma	145	103	42	13	4	41	37	9	10	2	58	40	5	132	26
1346	78	50	H	96	3	960	30	-0.003520409	-0.009953244	0.006432836	-0.006055789	0.003897455	-0.736303996	-0.446103677	-0.002535381	0.290200319	0.709799681	1.002535381	1373L13	1373L13	773.4792046	1373	2	ma	198	117	81	17	12	36	44	14	10	1	69	47	3	208	7
121	61	50	H	17	95	170	950	0.003541749	0.028599876	-0.025058127	-0.006055789	-0.034655666	2.868159623	3.966696282	-0.009597538	1.098536659	-0.098536659	1.009597538	1373L14	1373L14	732.1518826	1373	2	ma	132	80	53	27	6	42	22	8	2	0	32	22	3	116	43
1157	162	50	E	113	7	1130	70	-0.000245967	-0.008740636	0.00849467	-0.008904895	-0.000164259	-0.661215667	0.012785731	-0.008658929	0.674001397	0.325998603	1.008658929	1373L15	1373L15	198.0432606	1373	2	ma	5	2	3	2	0	2	0	0	0	0	0	0	0	2	5
1551	292	50	E	55	16	550	160	-0.010799343	-0.006266458	-0.004532884	-0.008904895	-0.002638437	0.352834698	0.20537302	0.001894447	-0.147461678	1.147461678	0.998105553	1373L2	1373L2	683.3994287	1373	2	ma	211	138	73	23	10	57	42	16	12	2	72	49	1	220	14
331	85	50	G	38	4	380	40	0.001438051	-0.00785179	0.00928984	-0.000294111	0.007557679	-21.89388785	-17.8116057	-0.001732162	4.082282148	-3.082282148	1.001732162	1373L3	1373L3	677.8495255	1373	2	ma	123	75	48	17	5	22	34	1	13	1	49	41	3	129	11
857	108	50	H	56	26	560	260	-0.004432304	0.009151567	-0.01358387	-0.006055789	-0.015207356	1.554813231	1.740637828	-0.001623486	0.185824597	0.814175403	1.001623486	1373L4	1373L4	689.0099188	1373	2	ma	72	47	25	7	2	25	14	2	4	0	20	17	2	71	8
860	103	50	G	NA	NA	NA	NA	NA	NA	NA	-0.000294111	NA	NA	NA	NA	NA	NA	NA	1373L5	1373L5	693.415255	1373	2	ma	158	98	60	13	6	39	34	12	7	0	53	35	2	155	16
260	40	50	G	3309	227	33090	2270	0.050482341	0.04206933	0.008413012	-0.000294111	-0.042363441	-19.82741624	99.84029599	-0.050776452	119.6677122	-118.6677122	1.050776452	1373L6	1373L6	748.9369019	1373	2	ma	154	87	67	15	6	36	28	9	8	0	45	31	1	152	17
543	73	50	H	20	13	200	130	-0.010404083	0.006011198	-0.016415281	-0.006055789	-0.012066987	1.878897207	1.38119043	0.004348294	-0.497706778	1.497706778	0.995651706	1373L7	1373L7	766.3732615	1373	2	ma	119	82	39	18	4	33	28	11	7	0	46	27	4	114	23
431	69	50	G	NA	NA	NA	NA	NA	NA	NA	-0.000294111	NA	NA	NA	NA	NA	NA	NA	1373L8	1373L8	724.7115706	1373	2	ma	159	108	52	10	5	30	49	15	9	0	73	53	2	154	15
22	205	50	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_1	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	93	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_2	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	249	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_3	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	46	50	G	529	330	5290	3300	0.039702079	0.044510795	-0.004808716	0.03050081	-0.014009985	-0.10928064	-0.318384381	-0.009201269	-0.209103741	1.209103741	1.009201269	1952anc	1952_4	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	91	50	G	51	15	510	150	0.021299542	0.005205998	0.016093544	0.03050081	0.025294813	0.365734363	0.574838104	0.009201269	0.209103741	0.790896259	0.990798731	1952anc	1952_5	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	108	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_6	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	55	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_7	0	1952	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	38	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L1	1952L1	1073.672953	1952	2	ma	25	14	11	3	2	6	4	2	0	0	6	3	2	23	5
29	73	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L10	1952L10	1047.061965	1952	2	ma	15	7	8	4	1	3	2	0	1	0	3	2	0	15	4
100	152	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L11	1952L11	1066.196226	1952	2	ma	23	11	12	4	2	4	4	0	1	0	5	4	1	20	7
13	198	50	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L12	1952L12	1043.740747	1952	2	ma	49	30	19	0	0	11	13	4	2	0	19	12	2	44	5
NA	NA	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L13	1952L13	1002.450907	1952	2	ma	30	13	17	8	2	5	5	1	0	0	6	5	0	33	5
30	117	50	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L14	1952L14	1084.652422	1952	2	ma	21	11	10	4	2	3	3	1	2	0	6	4	0	21	4
336	44	50	G	NA	NA	NA	NA	NA	NA	NA	0.03050081	NA	NA	NA	NA	NA	NA	NA	1952L15	1952L15	1049.141229	1952	2	ma	27	15	12	4	1	5	7	1	1	0	9	6	1	22	9
26	86	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L2	1952L2	1082.900304	1952	2	ma	41	17	24	4	1	8	6	1	1	0	8	5	1	36	9
78	49	50	G	447	39	4470	390	0.042171197	0.021607567	0.020563629	0.03050081	0.008893243	0.467319445	0.202103695	-0.011670386	-0.26521575	1.26521575	1.011670386	1952L3	1952L3	1077.265533	1952	2	ma	34	25	9	1	2	6	11	3	3	0	17	13	1	31	4
34	50	50	H	4	5	40	50	0.001692906	0	0.001692906	NA	NA	NA	NA	NA	NA	NA	NA	1952L4	1952L4	953.5124537	1952	2	ma	3	3	0	0	0	0	2	0	1	0	3	3	0	3	0
NA	NA	50	G	67	2	670	20	NA	NA	NA	0.03050081	NA	NA	NA	NA	NA	NA	NA	1952L5	1952L5	702.9989955	1952	2	ma	19	16	3	2	0	1	8	4	2	1	15	9	0	20	1
NA	NA	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L6	1952L6	1063.92499	1952	2	ma	43	23	20	3	4	7	7	3	2	0	12	8	0	42	4
178	142	50	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L7	1952L7	1048.043857	1952	2	ma	34	21	13	2	0	4	7	6	4	0	17	6	0	29	7
47	76	50	H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L8	1952L8	1000.174209	1952	2	ma	37	24	13	7	2	7	8	3	3	1	15	10	2	41	3
2342	224	50	E	2936	30	29360	300	0.026339874	0.003043088	0.023296787	0.028294172	0.025251084	0.570721846	0.618597988	0.001954298	0.047876142	0.952123858	0.998045702	2342anc	2342_1	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2415	191	50	E	4406	109	44060	1090	0.030248469	0.018142287	0.012106182	0.028294172	0.010151885	0.296575783	0.248699644	-0.001954297	-0.04787614	1.04787614	1.001954297	2342anc	2342_2	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	54	50	F	2138	188	21380	1880	0.038955518	0.036979615	0.001975903	0.038955518	0.001975903	0.03515784	0.03515784	0	0	1	1	2342anc	2342_3	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	78	50	G	7	16	70	160	-0.030647717	0.00748401	-0.038131727	-0.030647717	-0.038131727	0.862410056	0.862410056	0	0	1	1	2342anc	2342_4	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	37	50	H	3269	93	32690	930	0.052580385	0.033586111	0.018994274	0.04499973	0.011413618	0.292575701	0.175808109	-0.007580656	-0.116767592	1.116767592	1.007580656	2342anc	2342_5	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1346	84	50	H	4888	28	48880	280	0.037419074	0.012541383	0.02487769	0.04499973	0.032458346	0.383200103	0.499967696	0.007580656	0.116767594	0.883232406	0.992419344	2342anc	2342_6	0	2342	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	70	50	H	177	17	1770	170	0.026653687	0.009242742	0.017410945	0.04499973	0.035756988	0.268187109	0.550777874	0.018346043	0.282590765	0.717409235	0.981653957	2342L1	2342L1	1108.704281	2342	2	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2529	140	50	E	9686	61	96860	610	0.037973361	0.015331422	0.022641939	0.028294172	0.01296275	0.554679464	0.317559865	-0.009679189	-0.237119599	1.237119599	1.009679189	2342L10	2342L10	1130.380421	2342	2	ma	62	43	19	5	4	15	13	9	3	0	25	13	0	61	6
797	212	50	E	295	4	2950	40	0.013632352	-0.017371946	0.031004298	0.028294172	0.045666118	0.759539515	1.118723	0.01466182	0.359183485	0.640816515	0.98533818	2342L11	2342L11	1108.913665	2342	2	ma	65	47	18	7	3	22	18	2	2	0	22	18	1	65	7
48	105	50	G	13	85	130	850	0.010378473	0.021784125	-0.011405652	-0.030647717	-0.052431842	0.257957075	1.185830046	-0.04102619	0.927872971	0.072127029	1.04102619	2342L12	2342L12	825.6364913	2342	2	ma	38	34	4	1	4	5	12	6	7	0	25	14	1	37	2
31	146	50	E	NA	NA	NA	NA	NA	NA	NA	0.028294172	NA	NA	NA	NA	NA	NA	NA	2342L14	2342L14	1091.379213	2342	2	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45	85	50	E	NA	NA	NA	NA	NA	NA	NA	0.028294172	NA	NA	NA	NA	NA	NA	NA	2342L15	2342L15	1121.580331	2342	2	ma	63	38	25	6	5	12	16	4	1	0	21	15	0	60	9
758	245	50	F	2744	175	27440	1750	0.037386184	0.020480342	0.016905842	0.038955518	0.018475176	0.300810701	0.328734327	0.001569334	0.027923626	0.972076374	0.998430666	2342L3	2342L3	1048.069541	2342	2	ma	126	84	42	13	5	36	26	10	7	0	43	29	4	128	11
500	183	50	F	1758	101	17580	1010	0.037082386	0.017793953	0.019288434	0.038955518	0.021161565	0.343204864	0.37653406	0.001873132	0.033329196	0.966670804	0.998126868	2342L4	2342L4	1093.286453	2342	2	ma	152	92	60	9	7	31	33	15	6	0	54	37	1	152	9
2136	230	50	F	1369	8	13690	80	0.019351362	-0.011000549	0.03035191	0.038955518	0.049956067	0.540060615	0.888883233	0.019604157	0.348822618	0.651177382	0.980395843	2342L5	2342L5	1120.561999	2342	2	ma	93	56	37	13	12	17	15	4	8	0	27	16	1	98	8
2174	136	50	E	3186	246	31860	2460	0.027966485	0.030158977	-0.002192492	0.028294172	-0.001864805	-0.053711402	-0.045683756	0.000327687	0.008027646	0.991972354	0.999672313	2342L7	2342L7	1126.120418	2342	2	ma	60	40	20	5	5	15	13	4	3	0	20	15	1	63	2
313	79	50	G	NA	NA	NA	NA	NA	NA	NA	-0.030647717	NA	NA	NA	NA	NA	NA	NA	2342L8	2342L8	562.3858322	2342	2	ma	14	8	6	0	1	3	1	1	2	0	4	3	0	10	4
745	124	50	E	2618	257	26180	2570	0.037076738	0.031576871	0.005499867	0.028294172	-0.003282699	0.134735065	-0.080419163	-0.008782566	-0.215154228	1.215154228	1.008782566	2342L9	2342L9	959.3468012	2342	2	ma	46	32	14	1	4	11	10	4	2	1	17	11	2	41	6
924	187	50	E	77	5	770	50	-0.001899183	-0.013740475	0.011841292	-0.001899183	0.011841292	-4.321731363	-4.321731363	0	0	1	1	2344anc	2344_1	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1410	279	50	F	48	50	480	500	-0.011224572	0.006077045	-0.017301617	-0.004750492	-0.010827537	2.524489482	1.579852536	0.00647408	-0.944636946	1.944636946	0.99352592	2344anc	2344_2	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	70	50	F	40	4	400	40	0.001723588	-0.005829331	0.007552919	-0.004750492	0.001078839	-1.102051034	-0.157414088	-0.00647408	0.944636946	0.055363054	1.00647408	2344anc	2344_3	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	73	50	G	359	8	3590	80	0.020787418	0.000953825	0.019833593	0.020787418	0.019833593	0.661342314	0.661342314	0	0	1	1	2344anc	2344_4	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	114	50	G	NA	NA	NA	NA	NA	NA	NA	0.020787418	NA	NA	NA	NA	NA	NA	NA	2344anc	2344_5	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162	122	50	H	45	4	450	40	-0.009881775	-0.011616058	0.001734284	-0.009881775	0.001734284	-0.121649594	-0.121649594	0	0	1	1	2344anc	2344_6	0	2344	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	182	50	E	NA	NA	NA	NA	NA	NA	NA	-0.001899183	NA	NA	NA	NA	NA	NA	NA	2344L1	2344L1	912.356113	2344	2	ma	367	233	134	29	20	54	97	27	34	1	159	98	11	345	51
60	137	50	E	NA	NA	NA	NA	NA	NA	NA	-0.001899183	NA	NA	NA	NA	NA	NA	NA	2344L10	2344L10	917.129696	2344	2	ma	54	30	24	5	2	5	14	5	4	0	23	14	1	51	8
19	68	50	H	13	24	130	240	0.020032245	0.013136784	0.006895461	-0.009881775	-0.023018558	-0.483675209	1.614613709	-0.029914019	2.098288919	-1.098288919	1.029914019	2344L12	2344L12	950.0552184	2344	2	ma	67	40	27	7	1	7	19	10	3	0	32	19	0	65	9
262	49	50	F	19	13	190	130	-0.003347088	0.010163689	-0.013510777	-0.004750492	-0.014914181	1.971365726	2.176137278	-0.001403404	0.204771551	0.795228449	1.001403404	2344L13	2344L13	961.4186064	2344	2	ma	45	36	9	4	3	12	11	6	4	0	21	13	0	39	10
1179	133	50	E	37	2	370	20	-0.012072072	-0.019735592	0.00766352	-0.001899183	0.017836409	-2.796964715	-6.509776819	0.010172889	-3.712812104	4.712812104	0.989827111	2344L14	2344L14	931.447801	2344	2	ma	42	30	12	4	4	10	13	2	1	0	16	9	0	35	11
106	223	50	E	NA	NA	NA	NA	NA	NA	NA	-0.001899183	NA	NA	NA	NA	NA	NA	NA	2344L15	2344L15	946.6643063	2344	2	ma	49	31	18	4	1	13	9	6	1	1	17	7	3	40	13
321	240	50	F	11	72	110	720	-0.011155841	0.011443878	-0.022599719	-0.004750492	-0.01619437	3.29753886	2.362930424	0.006405349	-0.934608437	1.934608437	0.993594651	2344L2	2344L2	923.1078072	2344	2	ma	71	47	24	9	3	15	15	8	6	0	29	15	2	68	12
