version	doi	court_source	court_target	year_target	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2009"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2010"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2011"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2012"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2013"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2015"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BEL"	"ECHR"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BEL"	"ECHR"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BEL"	"ECHR"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BEL"	"ECHR"	"2015"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BEL"	"ECHR"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2004"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2005"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2007"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2008"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2009"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2011"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2012"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BGR"	"ECHR"	"2015"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2014"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2016"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1994"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2012"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2013"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2014"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1998"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2004"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2009"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2012"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2013"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1986"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1987"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1988"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1990"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1995"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2003"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2004"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2005"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2006"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2007"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2009"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2010"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2011"	26.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2012"	53.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2013"	15.0
